lon,lat,weight_sr,area_m2
107.86250310,29.24333380,1.842326342081e-10,7494.698650
107.87500000,29.24333380,1.842326342081e-10,7494.698650
106.25583650,29.24416730,1.842311336752e-10,7494.637608
106.25666810,29.24416730,1.842311336752e-10,7494.637608
106.25749970,29.24416730,1.842311336752e-10,7494.637608
106.25833130,29.24416730,1.842311336752e-10,7494.637608
106.25916290,29.24416730,1.842311336752e-10,7494.637608
106.26000210,29.24416730,1.842311336752e-10,7494.637608
106.26083370,29.24416730,1.842311336752e-10,7494.637608
106.26166530,29.24416730,1.842311336752e-10,7494.637608
106.26249690,29.24416730,1.842311336752e-10,7494.637608
106.26333620,29.24416730,1.842311336752e-10,7494.637608
106.26416780,29.24416730,1.842311336752e-10,7494.637608
107.87583160,29.24416730,1.842311336752e-10,7494.637608
106.25499730,29.24500080,1.842296331037e-10,7494.576563
106.25583650,29.24500080,1.842296331037e-10,7494.576563
106.25666810,29.24500080,1.842296331037e-10,7494.576563
106.25749970,29.24500080,1.842296331037e-10,7494.576563
106.25833130,29.24500080,1.842296331037e-10,7494.576563
106.25916290,29.24500080,1.842296331037e-10,7494.576563
106.26000210,29.24500080,1.842296331037e-10,7494.576563
106.26083370,29.24500080,1.842296331037e-10,7494.576563
106.26166530,29.24500080,1.842296331037e-10,7494.576563
106.26249690,29.24500080,1.842296331037e-10,7494.576563
106.26333620,29.24500080,1.842296331037e-10,7494.576563
106.26416780,29.24500080,1.842296331037e-10,7494.576563
107.86166380,29.24500080,1.842296331037e-10,7494.576563
107.87583160,29.24500080,1.842296331037e-10,7494.576563
106.25583650,29.24583240,1.842281359128e-10,7494.515657
106.25666810,29.24583240,1.842281359128e-10,7494.515657
106.25749970,29.24583240,1.842281359128e-10,7494.515657
106.25833130,29.24583240,1.842281359128e-10,7494.515657
106.25916290,29.24583240,1.842281359128e-10,7494.515657
106.26000210,29.24583240,1.842281359128e-10,7494.515657
106.26083370,29.24583240,1.842281359128e-10,7494.515657
106.26166530,29.24583240,1.842281359128e-10,7494.515657
106.26249690,29.24583240,1.842281359128e-10,7494.515657
106.26333620,29.24583240,1.842281359128e-10,7494.515657
106.26416780,29.24583240,1.842281359128e-10,7494.515657
107.87833400,29.24583240,1.842281359128e-10,7494.515657
106.25749970,29.24666600,1.842266350835e-10,7494.454602
106.25833130,29.24666600,1.842266350835e-10,7494.454602
106.25916290,29.24666600,1.842266350835e-10,7494.454602
106.26000210,29.24666600,1.842266350835e-10,7494.454602
106.26083370,29.24666600,1.842266350835e-10,7494.454602
106.26166530,29.24666600,1.842266350835e-10,7494.454602
106.26249690,29.24666600,1.842266350835e-10,7494.454602
106.26333620,29.24666600,1.842266350835e-10,7494.454602
106.26416780,29.24666600,1.842266350835e-10,7494.454602
107.87833400,29.24666600,1.842266350835e-10,7494.454602
106.25833130,29.24749950,1.842251343951e-10,7494.393553
106.25916290,29.24749950,1.842251343951e-10,7494.393553
106.26000210,29.24749950,1.842251343951e-10,7494.393553
106.26083370,29.24749950,1.842251343951e-10,7494.393553
106.26166530,29.24749950,1.842251343951e-10,7494.393553
106.26249690,29.24749950,1.842251343951e-10,7494.393553
106.26333620,29.24749950,1.842251343951e-10,7494.393553
106.26416780,29.24749950,1.842251343951e-10,7494.393553
107.86000060,29.24749950,1.842251343951e-10,7494.393553
106.25916290,29.24833300,1.842236336665e-10,7494.332502
106.26000210,29.24833300,1.842236336665e-10,7494.332502
106.26083370,29.24833300,1.842236336665e-10,7494.332502
106.26166530,29.24833300,1.842236336665e-10,7494.332502
106.26249690,29.24833300,1.842236336665e-10,7494.332502
106.26333620,29.24833300,1.842236336665e-10,7494.332502
106.26416780,29.24833300,1.842236336665e-10,7494.332502
107.87999730,29.24833300,1.842236336665e-10,7494.332502
106.25916290,29.24916650,1.842221328999e-10,7494.271450
106.26000210,29.24916650,1.842221328999e-10,7494.271450
106.26083370,29.24916650,1.842221328999e-10,7494.271450
106.26166530,29.24916650,1.842221328999e-10,7494.271450
106.26249690,29.24916650,1.842221328999e-10,7494.271450
106.26333620,29.24916650,1.842221328999e-10,7494.271450
106.26416780,29.24916650,1.842221328999e-10,7494.271450
107.87999730,29.24916650,1.842221328999e-10,7494.271450
106.25916290,29.25000000,1.842206320939e-10,7494.210397
106.26000210,29.25000000,1.842206320939e-10,7494.210397
106.26083370,29.25000000,1.842206320939e-10,7494.210397
106.26166530,29.25000000,1.842206320939e-10,7494.210397
106.26249690,29.25000000,1.842206320939e-10,7494.210397
106.26333620,29.25000000,1.842206320939e-10,7494.210397
106.25916290,29.25083350,1.842191312493e-10,7494.149341
106.26000210,29.25083350,1.842191312493e-10,7494.149341
106.26083370,29.25083350,1.842191312493e-10,7494.149341
106.26166530,29.25083350,1.842191312493e-10,7494.149341
106.26249690,29.25083350,1.842191312493e-10,7494.149341
106.25833130,29.25166700,1.842176303651e-10,7494.088284
106.25916290,29.25166700,1.842176303651e-10,7494.088284
106.26000210,29.25166700,1.842176303651e-10,7494.088284
106.26083370,29.25166700,1.842176303651e-10,7494.088284
106.26166530,29.25166700,1.842176303651e-10,7494.088284
106.26249690,29.25166700,1.842176303651e-10,7494.088284
107.88166810,29.25166700,1.842176303651e-10,7494.088284
107.88249970,29.25166700,1.842176303651e-10,7494.088284
106.25833130,29.25250050,1.842161294431e-10,7494.027226
106.25916290,29.25250050,1.842161294431e-10,7494.027226
106.26000210,29.25250050,1.842161294431e-10,7494.027226
106.26083370,29.25250050,1.842161294431e-10,7494.027226
106.26166530,29.25250050,1.842161294431e-10,7494.027226
107.88166810,29.25250050,1.842161294431e-10,7494.027226
106.25749970,29.25333400,1.842146284816e-10,7493.966166
106.25833130,29.25333400,1.842146284816e-10,7493.966166
106.25916290,29.25333400,1.842146284816e-10,7493.966166
106.26000210,29.25333400,1.842146284816e-10,7493.966166
106.26083370,29.25333400,1.842146284816e-10,7493.966166
106.26166530,29.25333400,1.842146284816e-10,7493.966166
106.25666810,29.25416760,1.842131273002e-10,7493.905097
106.25749970,29.25416760,1.842131273002e-10,7493.905097
106.25833130,29.25416760,1.842131273002e-10,7493.905097
106.25916290,29.25416760,1.842131273002e-10,7493.905097
106.26000210,29.25416760,1.842131273002e-10,7493.905097
106.26083370,29.25416760,1.842131273002e-10,7493.905097
106.25666810,29.25499920,1.842116296823e-10,7493.844173
106.25749970,29.25499920,1.842116296823e-10,7493.844173
106.25833130,29.25499920,1.842116296823e-10,7493.844173
106.25916290,29.25499920,1.842116296823e-10,7493.844173
106.26000210,29.25499920,1.842116296823e-10,7493.844173
106.26083370,29.25499920,1.842116296823e-10,7493.844173
106.30416870,29.25499920,1.842116296823e-10,7493.844173
106.25583650,29.25583270,1.842101286040e-10,7493.783108
106.25666810,29.25583270,1.842101286040e-10,7493.783108
106.25749970,29.25583270,1.842101286040e-10,7493.783108
106.25833130,29.25583270,1.842101286040e-10,7493.783108
106.25916290,29.25583270,1.842101286040e-10,7493.783108
106.26000210,29.25583270,1.842101286040e-10,7493.783108
106.30166630,29.25583270,1.842101286040e-10,7493.783108
106.30249790,29.25583270,1.842101286040e-10,7493.783108
106.30333710,29.25583270,1.842101286040e-10,7493.783108
106.30416870,29.25583270,1.842101286040e-10,7493.783108
106.30500030,29.25583270,1.842101286040e-10,7493.783108
106.30583190,29.25583270,1.842101286040e-10,7493.783108
106.30666350,29.25583270,1.842101286040e-10,7493.783108
106.30750270,29.25583270,1.842101286040e-10,7493.783108
106.38583370,29.25583270,1.842101286040e-10,7493.783108
106.25499730,29.25666620,1.842086274862e-10,7493.722042
106.25583650,29.25666620,1.842086274862e-10,7493.722042
106.25666810,29.25666620,1.842086274862e-10,7493.722042
106.25749970,29.25666620,1.842086274862e-10,7493.722042
106.25833130,29.25666620,1.842086274862e-10,7493.722042
106.25916290,29.25666620,1.842086274862e-10,7493.722042
106.29166410,29.25666620,1.842086274862e-10,7493.722042
106.29250340,29.25666620,1.842086274862e-10,7493.722042
106.29333500,29.25666620,1.842086274862e-10,7493.722042
106.29416660,29.25666620,1.842086274862e-10,7493.722042
106.29499820,29.25666620,1.842086274862e-10,7493.722042
106.29582980,29.25666620,1.842086274862e-10,7493.722042
106.29666900,29.25666620,1.842086274862e-10,7493.722042
106.29750060,29.25666620,1.842086274862e-10,7493.722042
106.29833220,29.25666620,1.842086274862e-10,7493.722042
106.29916380,29.25666620,1.842086274862e-10,7493.722042
106.30000310,29.25666620,1.842086274862e-10,7493.722042
106.30083470,29.25666620,1.842086274862e-10,7493.722042
106.30166630,29.25666620,1.842086274862e-10,7493.722042
106.30249790,29.25666620,1.842086274862e-10,7493.722042
106.30333710,29.25666620,1.842086274862e-10,7493.722042
106.30416870,29.25666620,1.842086274862e-10,7493.722042
106.30500030,29.25666620,1.842086274862e-10,7493.722042
106.30583190,29.25666620,1.842086274862e-10,7493.722042
106.30666350,29.25666620,1.842086274862e-10,7493.722042
106.30750270,29.25666620,1.842086274862e-10,7493.722042
106.30833440,29.25666620,1.842086274862e-10,7493.722042
106.30916600,29.25666620,1.842086274862e-10,7493.722042
106.30999760,29.25666620,1.842086274862e-10,7493.722042
106.38666530,29.25666620,1.842086274862e-10,7493.722042
106.38749690,29.25666620,1.842086274862e-10,7493.722042
106.25333400,29.25749970,1.842071263289e-10,7493.660974
106.25416560,29.25749970,1.842071263289e-10,7493.660974
106.25499730,29.25749970,1.842071263289e-10,7493.660974
106.25583650,29.25749970,1.842071263289e-10,7493.660974
106.25666810,29.25749970,1.842071263289e-10,7493.660974
106.25749970,29.25749970,1.842071263289e-10,7493.660974
106.25833130,29.25749970,1.842071263289e-10,7493.660974
106.28916930,29.25749970,1.842071263289e-10,7493.660974
106.29000090,29.25749970,1.842071263289e-10,7493.660974
106.29083250,29.25749970,1.842071263289e-10,7493.660974
106.29166410,29.25749970,1.842071263289e-10,7493.660974
106.29250340,29.25749970,1.842071263289e-10,7493.660974
106.29333500,29.25749970,1.842071263289e-10,7493.660974
106.29416660,29.25749970,1.842071263289e-10,7493.660974
106.29499820,29.25749970,1.842071263289e-10,7493.660974
106.29582980,29.25749970,1.842071263289e-10,7493.660974
106.29666900,29.25749970,1.842071263289e-10,7493.660974
106.29750060,29.25749970,1.842071263289e-10,7493.660974
106.29833220,29.25749970,1.842071263289e-10,7493.660974
106.29916380,29.25749970,1.842071263289e-10,7493.660974
106.30000310,29.25749970,1.842071263289e-10,7493.660974
106.30083470,29.25749970,1.842071263289e-10,7493.660974
106.30166630,29.25749970,1.842071263289e-10,7493.660974
106.30249790,29.25749970,1.842071263289e-10,7493.660974
106.30333710,29.25749970,1.842071263289e-10,7493.660974
106.30416870,29.25749970,1.842071263289e-10,7493.660974
106.30500030,29.25749970,1.842071263289e-10,7493.660974
106.30583190,29.25749970,1.842071263289e-10,7493.660974
106.30666350,29.25749970,1.842071263289e-10,7493.660974
106.30750270,29.25749970,1.842071263289e-10,7493.660974
106.30833440,29.25749970,1.842071263289e-10,7493.660974
106.30916600,29.25749970,1.842071263289e-10,7493.660974
106.30999760,29.25749970,1.842071263289e-10,7493.660974
106.31083680,29.25749970,1.842071263289e-10,7493.660974
106.31166840,29.25749970,1.842071263289e-10,7493.660974
106.31250000,29.25749970,1.842071263289e-10,7493.660974
106.31333160,29.25749970,1.842071263289e-10,7493.660974
106.38749690,29.25749970,1.842071263289e-10,7493.660974
106.38833620,29.25749970,1.842071263289e-10,7493.660974
106.25333400,29.25833320,1.842056251346e-10,7493.599904
106.25416560,29.25833320,1.842056251346e-10,7493.599904
106.25499730,29.25833320,1.842056251346e-10,7493.599904
106.25583650,29.25833320,1.842056251346e-10,7493.599904
106.25666810,29.25833320,1.842056251346e-10,7493.599904
106.25749970,29.25833320,1.842056251346e-10,7493.599904
106.28833010,29.25833320,1.842056251346e-10,7493.599904
106.28916930,29.25833320,1.842056251346e-10,7493.599904
106.29000090,29.25833320,1.842056251346e-10,7493.599904
106.29083250,29.25833320,1.842056251346e-10,7493.599904
106.29166410,29.25833320,1.842056251346e-10,7493.599904
106.29250340,29.25833320,1.842056251346e-10,7493.599904
106.29333500,29.25833320,1.842056251346e-10,7493.599904
106.29416660,29.25833320,1.842056251346e-10,7493.599904
106.29499820,29.25833320,1.842056251346e-10,7493.599904
106.29582980,29.25833320,1.842056251346e-10,7493.599904
106.29666900,29.25833320,1.842056251346e-10,7493.599904
106.29750060,29.25833320,1.842056251346e-10,7493.599904
106.29833220,29.25833320,1.842056251346e-10,7493.599904
106.29916380,29.25833320,1.842056251346e-10,7493.599904
106.30000310,29.25833320,1.842056251346e-10,7493.599904
106.30083470,29.25833320,1.842056251346e-10,7493.599904
106.30166630,29.25833320,1.842056251346e-10,7493.599904
106.30249790,29.25833320,1.842056251346e-10,7493.599904
106.30333710,29.25833320,1.842056251346e-10,7493.599904
106.30416870,29.25833320,1.842056251346e-10,7493.599904
106.30500030,29.25833320,1.842056251346e-10,7493.599904
106.30583190,29.25833320,1.842056251346e-10,7493.599904
106.30666350,29.25833320,1.842056251346e-10,7493.599904
106.30750270,29.25833320,1.842056251346e-10,7493.599904
106.30833440,29.25833320,1.842056251346e-10,7493.599904
106.30916600,29.25833320,1.842056251346e-10,7493.599904
106.30999760,29.25833320,1.842056251346e-10,7493.599904
106.31083680,29.25833320,1.842056251346e-10,7493.599904
106.31166840,29.25833320,1.842056251346e-10,7493.599904
106.31250000,29.25833320,1.842056251346e-10,7493.599904
106.31333160,29.25833320,1.842056251346e-10,7493.599904
106.31416320,29.25833320,1.842056251346e-10,7493.599904
106.31500240,29.25833320,1.842056251346e-10,7493.599904
106.31583400,29.25833320,1.842056251346e-10,7493.599904
106.31749730,29.25833320,1.842056251346e-10,7493.599904
106.25333400,29.25916670,1.842041238991e-10,7493.538833
106.25416560,29.25916670,1.842041238991e-10,7493.538833
106.25499730,29.25916670,1.842041238991e-10,7493.538833
106.25583650,29.25916670,1.842041238991e-10,7493.538833
106.25666810,29.25916670,1.842041238991e-10,7493.538833
106.25749970,29.25916670,1.842041238991e-10,7493.538833
106.28833010,29.25916670,1.842041238991e-10,7493.538833
106.28916930,29.25916670,1.842041238991e-10,7493.538833
106.29000090,29.25916670,1.842041238991e-10,7493.538833
106.29083250,29.25916670,1.842041238991e-10,7493.538833
106.29166410,29.25916670,1.842041238991e-10,7493.538833
106.29250340,29.25916670,1.842041238991e-10,7493.538833
106.29333500,29.25916670,1.842041238991e-10,7493.538833
106.29416660,29.25916670,1.842041238991e-10,7493.538833
106.29499820,29.25916670,1.842041238991e-10,7493.538833
106.29582980,29.25916670,1.842041238991e-10,7493.538833
106.29666900,29.25916670,1.842041238991e-10,7493.538833
106.29833220,29.25916670,1.842041238991e-10,7493.538833
106.30000310,29.25916670,1.842041238991e-10,7493.538833
106.30249790,29.25916670,1.842041238991e-10,7493.538833
106.30333710,29.25916670,1.842041238991e-10,7493.538833
106.30500030,29.25916670,1.842041238991e-10,7493.538833
106.30583190,29.25916670,1.842041238991e-10,7493.538833
106.30666350,29.25916670,1.842041238991e-10,7493.538833
106.30750270,29.25916670,1.842041238991e-10,7493.538833
106.30833440,29.25916670,1.842041238991e-10,7493.538833
106.30916600,29.25916670,1.842041238991e-10,7493.538833
106.30999760,29.25916670,1.842041238991e-10,7493.538833
106.31083680,29.25916670,1.842041238991e-10,7493.538833
106.31166840,29.25916670,1.842041238991e-10,7493.538833
106.31250000,29.25916670,1.842041238991e-10,7493.538833
106.31333160,29.25916670,1.842041238991e-10,7493.538833
106.31416320,29.25916670,1.842041238991e-10,7493.538833
106.31500240,29.25916670,1.842041238991e-10,7493.538833
106.31583400,29.25916670,1.842041238991e-10,7493.538833
106.31666560,29.25916670,1.842041238991e-10,7493.538833
106.31749730,29.25916670,1.842041238991e-10,7493.538833
106.31833650,29.25916670,1.842041238991e-10,7493.538833
106.31916810,29.25916670,1.842041238991e-10,7493.538833
106.31999970,29.25916670,1.842041238991e-10,7493.538833
106.25250240,29.26000020,1.842026226266e-10,7493.477760
106.25333400,29.26000020,1.842026226266e-10,7493.477760
106.25416560,29.26000020,1.842026226266e-10,7493.477760
106.25499730,29.26000020,1.842026226266e-10,7493.477760
106.25583650,29.26000020,1.842026226266e-10,7493.477760
106.25666810,29.26000020,1.842026226266e-10,7493.477760
106.25749970,29.26000020,1.842026226266e-10,7493.477760
106.28833010,29.26000020,1.842026226266e-10,7493.477760
106.28916930,29.26000020,1.842026226266e-10,7493.477760
106.29000090,29.26000020,1.842026226266e-10,7493.477760
106.29083250,29.26000020,1.842026226266e-10,7493.477760
106.29166410,29.26000020,1.842026226266e-10,7493.477760
106.29250340,29.26000020,1.842026226266e-10,7493.477760
106.29333500,29.26000020,1.842026226266e-10,7493.477760
106.29416660,29.26000020,1.842026226266e-10,7493.477760
106.30249790,29.26000020,1.842026226266e-10,7493.477760
106.30833440,29.26000020,1.842026226266e-10,7493.477760
106.30999760,29.26000020,1.842026226266e-10,7493.477760
106.31083680,29.26000020,1.842026226266e-10,7493.477760
106.31166840,29.26000020,1.842026226266e-10,7493.477760
106.31250000,29.26000020,1.842026226266e-10,7493.477760
106.31333160,29.26000020,1.842026226266e-10,7493.477760
106.31416320,29.26000020,1.842026226266e-10,7493.477760
106.31500240,29.26000020,1.842026226266e-10,7493.477760
106.31583400,29.26000020,1.842026226266e-10,7493.477760
106.31666560,29.26000020,1.842026226266e-10,7493.477760
106.31749730,29.26000020,1.842026226266e-10,7493.477760
106.31833650,29.26000020,1.842026226266e-10,7493.477760
106.31916810,29.26000020,1.842026226266e-10,7493.477760
106.31999970,29.26000020,1.842026226266e-10,7493.477760
106.32083130,29.26000020,1.842026226266e-10,7493.477760
106.32166290,29.26000020,1.842026226266e-10,7493.477760
106.32250210,29.26000020,1.842026226266e-10,7493.477760
106.32333370,29.26000020,1.842026226266e-10,7493.477760
106.25250240,29.26083370,1.842011213130e-10,7493.416686
106.25333400,29.26083370,1.842011213130e-10,7493.416686
106.25416560,29.26083370,1.842011213130e-10,7493.416686
106.25499730,29.26083370,1.842011213130e-10,7493.416686
106.25583650,29.26083370,1.842011213130e-10,7493.416686
106.28833010,29.26083370,1.842011213130e-10,7493.416686
106.28916930,29.26083370,1.842011213130e-10,7493.416686
106.29000090,29.26083370,1.842011213130e-10,7493.416686
106.29083250,29.26083370,1.842011213130e-10,7493.416686
106.29166410,29.26083370,1.842011213130e-10,7493.416686
106.29250340,29.26083370,1.842011213130e-10,7493.416686
106.29333500,29.26083370,1.842011213130e-10,7493.416686
106.31166840,29.26083370,1.842011213130e-10,7493.416686
106.31333160,29.26083370,1.842011213130e-10,7493.416686
106.31416320,29.26083370,1.842011213130e-10,7493.416686
106.31500240,29.26083370,1.842011213130e-10,7493.416686
106.31583400,29.26083370,1.842011213130e-10,7493.416686
106.31666560,29.26083370,1.842011213130e-10,7493.416686
106.31749730,29.26083370,1.842011213130e-10,7493.416686
106.31833650,29.26083370,1.842011213130e-10,7493.416686
106.31916810,29.26083370,1.842011213130e-10,7493.416686
106.31999970,29.26083370,1.842011213130e-10,7493.416686
106.32083130,29.26083370,1.842011213130e-10,7493.416686
106.32166290,29.26083370,1.842011213130e-10,7493.416686
106.32250210,29.26083370,1.842011213130e-10,7493.416686
106.32333370,29.26083370,1.842011213130e-10,7493.416686
106.32416530,29.26083370,1.842011213130e-10,7493.416686
106.32499690,29.26083370,1.842011213130e-10,7493.416686
106.25166320,29.26166730,1.841996197819e-10,7493.355603
106.25250240,29.26166730,1.841996197819e-10,7493.355603
106.25333400,29.26166730,1.841996197819e-10,7493.355603
106.25416560,29.26166730,1.841996197819e-10,7493.355603
106.25499730,29.26166730,1.841996197819e-10,7493.355603
106.28833010,29.26166730,1.841996197819e-10,7493.355603
106.28916930,29.26166730,1.841996197819e-10,7493.355603
106.29000090,29.26166730,1.841996197819e-10,7493.355603
106.29083250,29.26166730,1.841996197819e-10,7493.355603
106.29166410,29.26166730,1.841996197819e-10,7493.355603
106.29250340,29.26166730,1.841996197819e-10,7493.355603
106.31500240,29.26166730,1.841996197819e-10,7493.355603
106.31583400,29.26166730,1.841996197819e-10,7493.355603
106.31666560,29.26166730,1.841996197819e-10,7493.355603
106.31749730,29.26166730,1.841996197819e-10,7493.355603
106.31833650,29.26166730,1.841996197819e-10,7493.355603
106.31916810,29.26166730,1.841996197819e-10,7493.355603
106.31999970,29.26166730,1.841996197819e-10,7493.355603
106.32083130,29.26166730,1.841996197819e-10,7493.355603
106.32166290,29.26166730,1.841996197819e-10,7493.355603
106.32250210,29.26166730,1.841996197819e-10,7493.355603
106.32333370,29.26166730,1.841996197819e-10,7493.355603
106.32416530,29.26166730,1.841996197819e-10,7493.355603
106.32499690,29.26166730,1.841996197819e-10,7493.355603
106.32583620,29.26166730,1.841996197819e-10,7493.355603
106.32666780,29.26166730,1.841996197819e-10,7493.355603
106.32749940,29.26166730,1.841996197819e-10,7493.355603
106.32917020,29.26166730,1.841996197819e-10,7493.355603
106.25166320,29.26250080,1.841981183918e-10,7493.294525
106.25250240,29.26250080,1.841981183918e-10,7493.294525
106.25333400,29.26250080,1.841981183918e-10,7493.294525
106.25416560,29.26250080,1.841981183918e-10,7493.294525
106.25499730,29.26250080,1.841981183918e-10,7493.294525
106.28666690,29.26250080,1.841981183918e-10,7493.294525
106.28749850,29.26250080,1.841981183918e-10,7493.294525
106.28833010,29.26250080,1.841981183918e-10,7493.294525
106.28916930,29.26250080,1.841981183918e-10,7493.294525
106.29000090,29.26250080,1.841981183918e-10,7493.294525
106.29083250,29.26250080,1.841981183918e-10,7493.294525
106.29166410,29.26250080,1.841981183918e-10,7493.294525
106.29250340,29.26250080,1.841981183918e-10,7493.294525
106.31833650,29.26250080,1.841981183918e-10,7493.294525
106.31916810,29.26250080,1.841981183918e-10,7493.294525
106.31999970,29.26250080,1.841981183918e-10,7493.294525
106.32083130,29.26250080,1.841981183918e-10,7493.294525
106.32166290,29.26250080,1.841981183918e-10,7493.294525
106.32250210,29.26250080,1.841981183918e-10,7493.294525
106.32333370,29.26250080,1.841981183918e-10,7493.294525
106.32416530,29.26250080,1.841981183918e-10,7493.294525
106.32499690,29.26250080,1.841981183918e-10,7493.294525
106.32583620,29.26250080,1.841981183918e-10,7493.294525
106.32666780,29.26250080,1.841981183918e-10,7493.294525
106.32749940,29.26250080,1.841981183918e-10,7493.294525
106.32833100,29.26250080,1.841981183918e-10,7493.294525
106.32917020,29.26250080,1.841981183918e-10,7493.294525
106.33000180,29.26250080,1.841981183918e-10,7493.294525
106.33083340,29.26250080,1.841981183918e-10,7493.294525
106.33166500,29.26250080,1.841981183918e-10,7493.294525
106.25083160,29.26333430,1.841966169622e-10,7493.233446
106.25166320,29.26333430,1.841966169622e-10,7493.233446
106.25250240,29.26333430,1.841966169622e-10,7493.233446
106.25333400,29.26333430,1.841966169622e-10,7493.233446
106.25416560,29.26333430,1.841966169622e-10,7493.233446
106.28833010,29.26333430,1.841966169622e-10,7493.233446
106.28916930,29.26333430,1.841966169622e-10,7493.233446
106.29000090,29.26333430,1.841966169622e-10,7493.233446
106.29083250,29.26333430,1.841966169622e-10,7493.233446
106.29166410,29.26333430,1.841966169622e-10,7493.233446
106.29250340,29.26333430,1.841966169622e-10,7493.233446
106.31999970,29.26333430,1.841966169622e-10,7493.233446
106.32083130,29.26333430,1.841966169622e-10,7493.233446
106.32166290,29.26333430,1.841966169622e-10,7493.233446
106.32250210,29.26333430,1.841966169622e-10,7493.233446
106.32333370,29.26333430,1.841966169622e-10,7493.233446
106.32416530,29.26333430,1.841966169622e-10,7493.233446
106.32499690,29.26333430,1.841966169622e-10,7493.233446
106.32583620,29.26333430,1.841966169622e-10,7493.233446
106.32666780,29.26333430,1.841966169622e-10,7493.233446
106.32749940,29.26333430,1.841966169622e-10,7493.233446
106.32833100,29.26333430,1.841966169622e-10,7493.233446
106.32917020,29.26333430,1.841966169622e-10,7493.233446
106.33000180,29.26333430,1.841966169622e-10,7493.233446
106.33083340,29.26333430,1.841966169622e-10,7493.233446
106.33166500,29.26333430,1.841966169622e-10,7493.233446
106.33249660,29.26333430,1.841966169622e-10,7493.233446
106.33499910,29.26333430,1.841966169622e-10,7493.233446
106.25000000,29.26416590,1.841951189165e-10,7493.172505
106.25083160,29.26416590,1.841951189165e-10,7493.172505
106.25166320,29.26416590,1.841951189165e-10,7493.172505
106.25250240,29.26416590,1.841951189165e-10,7493.172505
106.25333400,29.26416590,1.841951189165e-10,7493.172505
106.28833010,29.26416590,1.841951189165e-10,7493.172505
106.28916930,29.26416590,1.841951189165e-10,7493.172505
